"country","forecast_year","target_year","target_quarter","horizon","target","tau","lower_bound","upper_bound","truth_value","covered"
"Canada",2014,2015,4,1,"tv_cpi",0.1,1.83816754915212,1.95088715463969,1.40891434590795,FALSE
"Canada",2015,2016,4,1,"tv_cpi",0.1,1.64621019259048,1.83816754915212,1.6100759592282,FALSE
"Canada",2016,2017,4,1,"tv_cpi",0.1,1.56287709523685,1.69340905658183,2.24252491694275,FALSE
"Canada",2017,2018,4,1,"tv_cpi",0.1,1.56287709523685,1.69340905658183,1.94926902411596,FALSE
"Canada",2018,2019,4,1,"tv_cpi",0.1,1.56287709523685,1.69340905658183,0.716999632307869,FALSE
"Canada",2019,2020,4,1,"tv_cpi",0.1,1.56287709523685,1.69340905658183,3.39519318527535,FALSE
"Canada",2020,2021,4,1,"tv_cpi",0.1,1.56287709523685,1.75483445179849,6.79651641755912,FALSE
"Canada",2021,2022,4,1,"tv_cpi",0.1,1.56287709523685,1.75483445179849,3.87900159788375,FALSE
"Canada",2022,2023,4,1,"tv_cpi",0.1,1.75483445179849,1.92443098424238,NA,NA
"Canada",2023,2024,4,1,"tv_cpi",0.1,1.91201196430558,1.93685000417917,NA,NA
"Canada",2024,2025,4,1,"tv_cpi",0.1,1.94926902411596,1.94926902411596,NA,NA
"Canada",2000,2000,4,0.5,"tv_gdp",0.1,2.27208222702916,2.71530458740969,1.50029461605823,FALSE
"Canada",2001,2001,4,0.5,"tv_gdp",0.1,2.27208222702916,2.71530458740969,3.28031622832838,FALSE
"Canada",2002,2002,4,0.5,"tv_gdp",0.1,2.71530458740969,3.19200546069833,2.02287691329173,FALSE
"Canada",2003,2003,4,0.5,"tv_gdp",0.1,2.71530458740969,3.19200546069833,2.93300091176396,TRUE
"Canada",2004,2004,4,0.5,"tv_gdp",0.1,3.01834780241612,3.19200546069833,2.93568148137116,FALSE
"Canada",2005,2005,4,0.5,"tv_gdp",0.1,2.93434119656756,3.01968808721972,2.75877959255639,FALSE
"Canada",2006,2006,4,0.5,"tv_gdp",0.1,2.93434119656756,3.01968808721972,2.71331940270976,FALSE
"Canada",2007,2007,4,0.5,"tv_gdp",0.1,2.93434119656756,3.01968808721972,0.414352989990952,FALSE
"Canada",2008,2008,4,0.5,"tv_gdp",0.1,2.84589025216018,2.93434119656756,-2.46199986419378,FALSE
"Canada",2009,2009,4,0.5,"tv_gdp",0.1,2.73604949763307,2.84589025216018,3.21488935788097,FALSE
"Canada",2010,2010,4,0.5,"tv_gdp",0.1,2.73604949763307,2.84589025216018,2.40559852225579,FALSE
"Canada",2011,2011,4,0.5,"tv_gdp",0.1,2.55945896248278,2.73604949763307,1.7089903528317,FALSE
"Canada",2012,2012,4,0.5,"tv_gdp",0.1,2.55945896248278,2.73604949763307,2.02201697652882,FALSE
"Canada",2013,2013,4,0.5,"tv_gdp",0.1,2.21423771777376,2.55945896248278,2.43927679182348,TRUE
"Canada",2014,2014,4,0.5,"tv_gdp",0.1,2.42243765703964,2.57629809726662,1.0782975138163,FALSE
"Canada",2015,2015,4,0.5,"tv_gdp",0.1,2.2138077493923,2.42243765703964,1.46776119706518,FALSE
"Canada",2016,2016,4,0.5,"tv_gdp",0.1,1.86550366468026,2.2138077493923,3.04737801390693,FALSE
"Canada",2017,2017,4,0.5,"tv_gdp",0.1,1.86550366468026,2.2138077493923,1.87856366208394,TRUE
"Canada",2018,2018,4,0.5,"tv_gdp",0.1,1.79377700745782,1.95029031930638,1.65604085094309,FALSE
"Canada",2019,2019,4,0.5,"tv_gdp",0.1,1.79377700745782,1.95029031930638,-5.3129447501408,FALSE
"Canada",2020,2020,4,0.5,"tv_gdp",0.1,1.79377700745782,1.95029031930638,4.5408872787436,FALSE
"Canada",2021,2021,4,0.5,"tv_gdp",0.1,1.79377700745782,1.95029031930638,3.43798171948653,FALSE
"Canada",2022,2022,4,0.5,"tv_gdp",0.1,1.79377700745782,1.95029031930638,1.24892732179356,FALSE
"Canada",2023,2023,4,0.5,"tv_gdp",0.1,1.76730225651352,1.95029031930638,NA,NA
"Canada",2024,2024,4,0.5,"tv_gdp",0.1,1.7116715537283,1.82293295929873,NA,NA
"Canada",2000,2001,4,1,"tv_gdp",0.1,2.27208222702916,2.71530458740969,3.28031622832838,FALSE
"Canada",2001,2002,4,1,"tv_gdp",0.1,2.71530458740969,3.19200546069833,2.02287691329173,FALSE
"Canada",2002,2003,4,1,"tv_gdp",0.1,2.71530458740969,3.19200546069833,2.93300091176396,TRUE
"Canada",2003,2004,4,1,"tv_gdp",0.1,3.01834780241612,3.19200546069833,2.93568148137116,FALSE
"Canada",2004,2005,4,1,"tv_gdp",0.1,2.93434119656756,3.01968808721972,2.75877959255639,FALSE
"Canada",2005,2006,4,1,"tv_gdp",0.1,2.93434119656756,3.01968808721972,2.71331940270976,FALSE
"Canada",2006,2007,4,1,"tv_gdp",0.1,2.93434119656756,3.01968808721972,0.414352989990952,FALSE
"Canada",2007,2008,4,1,"tv_gdp",0.1,2.84589025216018,2.93434119656756,-2.46199986419378,FALSE
"Canada",2008,2009,4,1,"tv_gdp",0.1,2.73604949763307,2.84589025216018,3.21488935788097,FALSE
"Canada",2009,2010,4,1,"tv_gdp",0.1,2.73604949763307,2.84589025216018,2.40559852225579,FALSE
"Canada",2010,2011,4,1,"tv_gdp",0.1,2.55945896248278,2.73604949763307,1.7089903528317,FALSE
"Canada",2011,2012,4,1,"tv_gdp",0.1,2.55945896248278,2.73604949763307,2.02201697652882,FALSE
"Canada",2012,2013,4,1,"tv_gdp",0.1,2.21423771777376,2.55945896248278,2.43927679182348,TRUE
"Canada",2013,2014,4,1,"tv_gdp",0.1,2.42243765703964,2.57629809726662,1.0782975138163,FALSE
"Canada",2014,2015,4,1,"tv_gdp",0.1,2.2138077493923,2.42243765703964,1.46776119706518,FALSE
"Canada",2015,2016,4,1,"tv_gdp",0.1,1.86550366468026,2.2138077493923,3.04737801390693,FALSE
"Canada",2016,2017,4,1,"tv_gdp",0.1,1.86550366468026,2.2138077493923,1.87856366208394,TRUE
"Canada",2017,2018,4,1,"tv_gdp",0.1,1.79377700745782,1.95029031930638,1.65604085094309,FALSE
"Canada",2018,2019,4,1,"tv_gdp",0.1,1.79377700745782,1.95029031930638,-5.3129447501408,FALSE
"Canada",2019,2020,4,1,"tv_gdp",0.1,1.79377700745782,1.95029031930638,4.5408872787436,FALSE
"Canada",2020,2021,4,1,"tv_gdp",0.1,1.79377700745782,1.95029031930638,3.43798171948653,FALSE
"Canada",2021,2022,4,1,"tv_gdp",0.1,1.79377700745782,1.95029031930638,1.24892732179356,FALSE
"Canada",2022,2023,4,1,"tv_gdp",0.1,1.76730225651352,1.95029031930638,NA,NA
"Canada",2023,2024,4,1,"tv_gdp",0.1,1.7116715537283,1.82293295929873,NA,NA
"Canada",2024,2025,4,1,"tv_gdp",0.1,1.65604085094309,1.65604085094309,NA,NA
"Canada",2000,2000,4,0.5,"tv_cpi",0.2,1.6556711728335,1.86813175860248,2.54467897330315,FALSE
"Canada",2001,2001,4,0.5,"tv_cpi",0.2,1.6556711728335,1.86813175860248,2.27695832736599,FALSE
"Canada",2002,2002,4,0.5,"tv_cpi",0.2,1.6556711728335,1.86813175860248,2.73694526109434,FALSE
"Canada",2003,2003,4,0.5,"tv_cpi",0.2,1.74454349830908,1.91968793597725,1.84630058591067,TRUE
"Canada",2004,2004,4,0.5,"tv_cpi",0.2,1.74454349830908,1.91968793597725,2.23456211948951,FALSE
"Canada",2005,2005,4,0.5,"tv_cpi",0.2,1.84630058591067,2.23456211948951,2.00218136491059,TRUE
"Canada",2006,2006,4,0.5,"tv_cpi",0.2,1.84630058591067,2.23456211948951,2.14602107835604,TRUE
"Canada",2007,2007,4,0.5,"tv_cpi",0.2,2.00218136491059,2.23456211948951,2.38540342481082,FALSE
"Canada",2008,2008,4,0.5,"tv_cpi",0.2,2.14602107835604,2.27695832736599,0.292141396435586,FALSE
"Canada",2009,2009,4,0.5,"tv_cpi",0.2,2.14602107835604,2.27695832736599,1.77674215393546,FALSE
"Canada",2010,2010,4,0.5,"tv_cpi",0.2,2.14602107835604,2.27695832736599,2.8902561167552,FALSE
"Canada",2011,2011,4,0.5,"tv_cpi",0.2,2.14602107835604,2.27695832736599,1.5156782312455,FALSE
"Canada",2012,2012,4,0.5,"tv_cpi",0.2,2.00218136491059,2.23456211948951,0.958904109588499,FALSE
"Canada",2013,2013,4,0.5,"tv_cpi",0.2,1.84630058591067,2.14602107835604,1.89959294436879,TRUE
"Canada",2014,2014,4,0.5,"tv_cpi",0.2,1.84630058591067,2.00218136491059,1.10526666222837,FALSE
"Canada",2015,2015,4,0.5,"tv_cpi",0.2,1.77674215393546,2.00218136491059,1.40891434590795,FALSE
"Canada",2016,2016,4,0.5,"tv_cpi",0.2,1.5156782312455,1.89959294436879,1.6100759592282,TRUE
"Canada",2017,2017,4,0.5,"tv_cpi",0.2,1.5156782312455,1.77674215393546,2.24252491694275,FALSE
"Canada",2018,2018,4,0.5,"tv_cpi",0.2,1.5156782312455,1.77674215393546,1.94926902411596,FALSE
"Canada",2019,2019,4,0.5,"tv_cpi",0.2,1.5156782312455,1.77674215393546,0.716999632307869,FALSE
"Canada",2020,2020,4,0.5,"tv_cpi",0.2,1.5156782312455,1.77674215393546,3.39519318527535,FALSE
"Canada",2021,2021,4,0.5,"tv_cpi",0.2,1.5156782312455,1.89959294436879,6.79651641755912,FALSE
"Canada",2022,2022,4,0.5,"tv_cpi",0.2,1.5156782312455,1.89959294436879,3.87900159788375,FALSE
"Canada",2023,2023,4,0.5,"tv_cpi",0.2,1.6100759592282,1.94926902411596,NA,NA
"Canada",2024,2024,4,0.5,"tv_cpi",0.2,1.89959294436879,1.94926902411596,NA,NA
"Canada",2000,2001,4,1,"tv_cpi",0.2,1.6556711728335,1.86813175860248,2.27695832736599,FALSE
"Canada",2001,2002,4,1,"tv_cpi",0.2,1.6556711728335,1.86813175860248,2.73694526109434,FALSE
"Canada",2002,2003,4,1,"tv_cpi",0.2,1.74454349830908,1.91968793597725,1.84630058591067,TRUE
"Canada",2003,2004,4,1,"tv_cpi",0.2,1.74454349830908,1.91968793597725,2.23456211948951,FALSE
"Canada",2004,2005,4,1,"tv_cpi",0.2,1.84630058591067,2.23456211948951,2.00218136491059,TRUE
"Canada",2005,2006,4,1,"tv_cpi",0.2,1.84630058591067,2.23456211948951,2.14602107835604,TRUE
"Canada",2006,2007,4,1,"tv_cpi",0.2,2.00218136491059,2.23456211948951,2.38540342481082,FALSE
"Canada",2007,2008,4,1,"tv_cpi",0.2,2.14602107835604,2.27695832736599,0.292141396435586,FALSE
"Canada",2008,2009,4,1,"tv_cpi",0.2,2.14602107835604,2.27695832736599,1.77674215393546,FALSE
"Canada",2009,2010,4,1,"tv_cpi",0.2,2.14602107835604,2.27695832736599,2.8902561167552,FALSE
"Canada",2010,2011,4,1,"tv_cpi",0.2,2.14602107835604,2.27695832736599,1.5156782312455,FALSE
"Canada",2011,2012,4,1,"tv_cpi",0.2,2.00218136491059,2.23456211948951,0.958904109588499,FALSE
"Canada",2012,2013,4,1,"tv_cpi",0.2,1.84630058591067,2.14602107835604,1.89959294436879,TRUE
"Canada",2013,2014,4,1,"tv_cpi",0.2,1.84630058591067,2.00218136491059,1.10526666222837,FALSE
"Canada",2014,2015,4,1,"tv_cpi",0.2,1.77674215393546,2.00218136491059,1.40891434590795,FALSE
"Canada",2015,2016,4,1,"tv_cpi",0.2,1.5156782312455,1.89959294436879,1.6100759592282,TRUE
"Canada",2016,2017,4,1,"tv_cpi",0.2,1.5156782312455,1.77674215393546,2.24252491694275,FALSE
"Canada",2017,2018,4,1,"tv_cpi",0.2,1.5156782312455,1.77674215393546,1.94926902411596,FALSE
"Canada",2018,2019,4,1,"tv_cpi",0.2,1.5156782312455,1.77674215393546,0.716999632307869,FALSE
"Canada",2019,2020,4,1,"tv_cpi",0.2,1.5156782312455,1.77674215393546,3.39519318527535,FALSE
"Canada",2020,2021,4,1,"tv_cpi",0.2,1.5156782312455,1.89959294436879,6.79651641755912,FALSE
"Canada",2021,2022,4,1,"tv_cpi",0.2,1.5156782312455,1.89959294436879,3.87900159788375,FALSE
"Canada",2022,2023,4,1,"tv_cpi",0.2,1.6100759592282,1.94926902411596,NA,NA
"Canada",2023,2024,4,1,"tv_cpi",0.2,1.89959294436879,1.94926902411596,NA,NA
"Canada",2024,2025,4,1,"tv_cpi",0.2,1.94926902411596,1.94926902411596,NA,NA
"Canada",2000,2000,4,0.5,"tv_gdp",0.2,2.21724997230723,3.10369469306828,1.50029461605823,FALSE
"Canada",2001,2001,4,0.5,"tv_gdp",0.2,2.21724997230723,3.10369469306828,3.28031622832838,FALSE
"Canada",2002,2002,4,0.5,"tv_gdp",0.2,2.32691448175109,3.28031622832838,2.02287691329173,FALSE
"Canada",2003,2003,4,0.5,"tv_gdp",0.2,2.32691448175109,3.28031622832838,2.93300091176396,TRUE
"Canada",2004,2004,4,0.5,"tv_gdp",0.2,2.93300091176396,3.28031622832838,2.93568148137116,TRUE
"Canada",2005,2005,4,0.5,"tv_gdp",0.2,2.93300091176396,3.10369469306828,2.75877959255639,FALSE
"Canada",2006,2006,4,0.5,"tv_gdp",0.2,2.93300091176396,3.10369469306828,2.71331940270976,FALSE
"Canada",2007,2007,4,0.5,"tv_gdp",0.2,2.93300091176396,3.10369469306828,0.414352989990952,FALSE
"Canada",2008,2008,4,0.5,"tv_gdp",0.2,2.75877959255639,2.93568148137116,-2.46199986419378,FALSE
"Canada",2009,2009,4,0.5,"tv_gdp",0.2,2.71331940270976,2.93300091176396,3.21488935788097,FALSE
"Canada",2010,2010,4,0.5,"tv_gdp",0.2,2.71331940270976,2.93300091176396,2.40559852225579,FALSE
"Canada",2011,2011,4,0.5,"tv_gdp",0.2,2.40559852225579,2.75877959255639,1.7089903528317,FALSE
"Canada",2012,2012,4,0.5,"tv_gdp",0.2,2.40559852225579,2.75877959255639,2.02201697652882,FALSE
"Canada",2013,2013,4,0.5,"tv_gdp",0.2,2.02287691329173,2.71331940270976,2.43927679182348,TRUE
"Canada",2014,2014,4,0.5,"tv_gdp",0.2,2.40559852225579,2.71331940270976,1.0782975138163,FALSE
"Canada",2015,2015,4,0.5,"tv_gdp",0.2,2.02201697652882,2.43927679182348,1.46776119706518,FALSE
"Canada",2016,2016,4,0.5,"tv_gdp",0.2,1.7089903528317,2.40559852225579,3.04737801390693,FALSE
"Canada",2017,2017,4,0.5,"tv_gdp",0.2,1.7089903528317,2.40559852225579,1.87856366208394,TRUE
"Canada",2018,2018,4,0.5,"tv_gdp",0.2,1.7089903528317,2.02201697652882,1.65604085094309,FALSE
"Canada",2019,2019,4,0.5,"tv_gdp",0.2,1.7089903528317,2.02201697652882,-5.3129447501408,FALSE
"Canada",2020,2020,4,0.5,"tv_gdp",0.2,1.7089903528317,2.02201697652882,4.5408872787436,FALSE
"Canada",2021,2021,4,0.5,"tv_gdp",0.2,1.7089903528317,2.02201697652882,3.43798171948653,FALSE
"Canada",2022,2022,4,0.5,"tv_gdp",0.2,1.7089903528317,2.02201697652882,1.24892732179356,FALSE
"Canada",2023,2023,4,0.5,"tv_gdp",0.2,1.65604085094309,2.02201697652882,NA,NA
"Canada",2024,2024,4,0.5,"tv_gdp",0.2,1.65604085094309,1.87856366208394,NA,NA
"Canada",2000,2001,4,1,"tv_gdp",0.2,2.21724997230723,3.10369469306828,3.28031622832838,FALSE
"Canada",2001,2002,4,1,"tv_gdp",0.2,2.32691448175109,3.28031622832838,2.02287691329173,FALSE
"Canada",2002,2003,4,1,"tv_gdp",0.2,2.32691448175109,3.28031622832838,2.93300091176396,TRUE
"Canada",2003,2004,4,1,"tv_gdp",0.2,2.93300091176396,3.28031622832838,2.93568148137116,TRUE
"Canada",2004,2005,4,1,"tv_gdp",0.2,2.93300091176396,3.10369469306828,2.75877959255639,FALSE
"Canada",2005,2006,4,1,"tv_gdp",0.2,2.93300091176396,3.10369469306828,2.71331940270976,FALSE
"Canada",2006,2007,4,1,"tv_gdp",0.2,2.93300091176396,3.10369469306828,0.414352989990952,FALSE
"Canada",2007,2008,4,1,"tv_gdp",0.2,2.75877959255639,2.93568148137116,-2.46199986419378,FALSE
"Canada",2008,2009,4,1,"tv_gdp",0.2,2.71331940270976,2.93300091176396,3.21488935788097,FALSE
"Canada",2009,2010,4,1,"tv_gdp",0.2,2.71331940270976,2.93300091176396,2.40559852225579,FALSE
"Canada",2010,2011,4,1,"tv_gdp",0.2,2.40559852225579,2.75877959255639,1.7089903528317,FALSE
"Canada",2011,2012,4,1,"tv_gdp",0.2,2.40559852225579,2.75877959255639,2.02201697652882,FALSE
"Canada",2012,2013,4,1,"tv_gdp",0.2,2.02287691329173,2.71331940270976,2.43927679182348,TRUE
"Canada",2013,2014,4,1,"tv_gdp",0.2,2.40559852225579,2.71331940270976,1.0782975138163,FALSE
"Canada",2014,2015,4,1,"tv_gdp",0.2,2.02201697652882,2.43927679182348,1.46776119706518,FALSE
"Canada",2015,2016,4,1,"tv_gdp",0.2,1.7089903528317,2.40559852225579,3.04737801390693,FALSE
"Canada",2016,2017,4,1,"tv_gdp",0.2,1.7089903528317,2.40559852225579,1.87856366208394,TRUE
"Canada",2017,2018,4,1,"tv_gdp",0.2,1.7089903528317,2.02201697652882,1.65604085094309,FALSE
"Canada",2018,2019,4,1,"tv_gdp",0.2,1.7089903528317,2.02201697652882,-5.3129447501408,FALSE
"Canada",2019,2020,4,1,"tv_gdp",0.2,1.7089903528317,2.02201697652882,4.5408872787436,FALSE
"Canada",2020,2021,4,1,"tv_gdp",0.2,1.7089903528317,2.02201697652882,3.43798171948653,FALSE
"Canada",2021,2022,4,1,"tv_gdp",0.2,1.7089903528317,2.02201697652882,1.24892732179356,FALSE
"Canada",2022,2023,4,1,"tv_gdp",0.2,1.65604085094309,2.02201697652882,NA,NA
"Canada",2023,2024,4,1,"tv_gdp",0.2,1.65604085094309,1.87856366208394,NA,NA
"Canada",2024,2025,4,1,"tv_gdp",0.2,1.65604085094309,1.65604085094309,NA,NA
"Canada",2000,2000,4,0.5,"tv_cpi",0.3,1.57760484983311,1.89390984728987,2.54467897330315,FALSE
"Canada",2001,2001,4,0.5,"tv_cpi",0.3,1.57760484983311,1.89390984728987,2.27695832736599,FALSE
"Canada",2002,2002,4,0.5,"tv_cpi",0.3,1.57760484983311,1.89390984728987,2.73694526109434,FALSE
"Canada",2003,2003,4,0.5,"tv_cpi",0.3,1.70010733557129,2.09832313167162,1.84630058591067,TRUE
"Canada",2004,2004,4,0.5,"tv_cpi",0.3,1.70010733557129,2.09832313167162,2.23456211948951,FALSE
"Canada",2005,2005,4,0.5,"tv_cpi",0.3,1.79542204210987,2.25576022342775,2.00218136491059,TRUE
"Canada",2006,2006,4,0.5,"tv_cpi",0.3,1.79542204210987,2.25576022342775,2.14602107835604,TRUE
"Canada",2007,2007,4,0.5,"tv_cpi",0.3,1.92424097541063,2.25576022342775,2.38540342481082,FALSE
"Canada",2008,2008,4,0.5,"tv_cpi",0.3,2.07410122163332,2.33118087608841,0.292141396435586,FALSE
"Canada",2009,2009,4,0.5,"tv_cpi",0.3,2.07410122163332,2.33118087608841,1.77674215393546,FALSE
"Canada",2010,2010,4,0.5,"tv_cpi",0.3,2.07410122163332,2.33118087608841,2.8902561167552,FALSE
"Canada",2011,2011,4,0.5,"tv_cpi",0.3,2.07410122163332,2.33118087608841,1.5156782312455,FALSE
"Canada",2012,2012,4,0.5,"tv_cpi",0.3,1.92424097541063,2.25576022342775,0.958904109588499,FALSE
"Canada",2013,2013,4,0.5,"tv_cpi",0.3,1.81152136992307,2.19029159892277,1.89959294436879,TRUE
"Canada",2014,2014,4,0.5,"tv_cpi",0.3,1.81152136992307,2.07410122163332,1.10526666222837,FALSE
"Canada",2015,2015,4,0.5,"tv_cpi",0.3,1.64621019259048,2.07410122163332,1.40891434590795,FALSE
"Canada",2016,2016,4,0.5,"tv_cpi",0.3,1.46229628857673,1.95088715463969,1.6100759592282,TRUE
"Canada",2017,2017,4,0.5,"tv_cpi",0.3,1.46229628857673,1.83816754915212,2.24252491694275,FALSE
"Canada",2018,2018,4,0.5,"tv_cpi",0.3,1.46229628857673,1.83816754915212,1.94926902411596,FALSE
"Canada",2019,2019,4,0.5,"tv_cpi",0.3,1.46229628857673,1.83816754915212,0.716999632307869,FALSE
"Canada",2020,2020,4,0.5,"tv_cpi",0.3,1.46229628857673,1.83816754915212,3.39519318527535,FALSE
"Canada",2021,2021,4,0.5,"tv_cpi",0.3,1.46229628857673,1.92443098424238,6.79651641755912,FALSE
"Canada",2022,2022,4,0.5,"tv_cpi",0.3,1.46229628857673,1.92443098424238,3.87900159788375,FALSE
"Canada",2023,2023,4,0.5,"tv_cpi",0.3,1.50949515256807,2.09589697052936,NA,NA
"Canada",2024,2024,4,0.5,"tv_cpi",0.3,1.75483445179849,2.09589697052936,NA,NA
"Canada",2000,2001,4,1,"tv_cpi",0.3,1.57760484983311,1.89390984728987,2.27695832736599,FALSE
"Canada",2001,2002,4,1,"tv_cpi",0.3,1.57760484983311,1.89390984728987,2.73694526109434,FALSE
"Canada",2002,2003,4,1,"tv_cpi",0.3,1.70010733557129,2.09832313167162,1.84630058591067,TRUE
"Canada",2003,2004,4,1,"tv_cpi",0.3,1.70010733557129,2.09832313167162,2.23456211948951,FALSE
"Canada",2004,2005,4,1,"tv_cpi",0.3,1.79542204210987,2.25576022342775,2.00218136491059,TRUE
"Canada",2005,2006,4,1,"tv_cpi",0.3,1.79542204210987,2.25576022342775,2.14602107835604,TRUE
"Canada",2006,2007,4,1,"tv_cpi",0.3,1.92424097541063,2.25576022342775,2.38540342481082,FALSE
"Canada",2007,2008,4,1,"tv_cpi",0.3,2.07410122163332,2.33118087608841,0.292141396435586,FALSE
"Canada",2008,2009,4,1,"tv_cpi",0.3,2.07410122163332,2.33118087608841,1.77674215393546,FALSE
"Canada",2009,2010,4,1,"tv_cpi",0.3,2.07410122163332,2.33118087608841,2.8902561167552,FALSE
"Canada",2010,2011,4,1,"tv_cpi",0.3,2.07410122163332,2.33118087608841,1.5156782312455,FALSE
"Canada",2011,2012,4,1,"tv_cpi",0.3,1.92424097541063,2.25576022342775,0.958904109588499,FALSE
"Canada",2012,2013,4,1,"tv_cpi",0.3,1.81152136992307,2.19029159892277,1.89959294436879,TRUE
"Canada",2013,2014,4,1,"tv_cpi",0.3,1.81152136992307,2.07410122163332,1.10526666222837,FALSE
"Canada",2014,2015,4,1,"tv_cpi",0.3,1.64621019259048,2.07410122163332,1.40891434590795,FALSE
"Canada",2015,2016,4,1,"tv_cpi",0.3,1.46229628857673,1.95088715463969,1.6100759592282,TRUE
"Canada",2016,2017,4,1,"tv_cpi",0.3,1.46229628857673,1.83816754915212,2.24252491694275,FALSE
"Canada",2017,2018,4,1,"tv_cpi",0.3,1.46229628857673,1.83816754915212,1.94926902411596,FALSE
"Canada",2018,2019,4,1,"tv_cpi",0.3,1.46229628857673,1.83816754915212,0.716999632307869,FALSE
"Canada",2019,2020,4,1,"tv_cpi",0.3,1.46229628857673,1.83816754915212,3.39519318527535,FALSE
"Canada",2020,2021,4,1,"tv_cpi",0.3,1.46229628857673,1.92443098424238,6.79651641755912,FALSE
